fecha_operacion,fecha_valor,hoja,moneda,pais,bs_por_moneda_compra,bs_por_moneda_venta,publicado_en,archivo_fuente,url_fuente
2025-08-15,2025-08-19,15082025,EUR,Zona Euro,159.88194842,160.28265506,2025-08-15 16:24:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-15,2025-08-19,15082025,USD,E.U.A.,136.55086725,136.8931,2025-08-15 16:24:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-19,2025-08-20,19082025,EUR,Zona Euro,160.81891555,161.22197047,2025-08-19 17:10:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-19,2025-08-20,19082025,USD,E.U.A.,137.78297925,138.1283,2025-08-19 17:10:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-20,2025-08-21,20082025,EUR,Zona Euro,162.12617621,162.53250748,2025-08-20 17:13:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-20,2025-08-21,20082025,USD,E.U.A.,139.053096,139.4016,2025-08-20 17:13:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-21,2025-08-22,21082025,EUR,Zona Euro,162.94289302,163.3512712,2025-08-21 17:37:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-21,2025-08-22,21082025,USD,E.U.A.,140.30835,140.66,2025-08-21 17:37:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-22,2025-08-25,22082025,EUR,Zona Euro,165.86277152,166.27846769,2025-08-22 16:56:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-22,2025-08-25,22082025,USD,E.U.A.,141.52958925,141.8843,2025-08-22 16:56:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-25,2025-08-26,25082025,EUR,Zona Euro,166.9204957,167.3388428,2025-08-25 17:22:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-25,2025-08-26,25082025,USD,E.U.A.,142.68050475,143.0381,2025-08-25 17:22:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-26,2025-08-27,26082025,EUR,Zona Euro,167.91974344,168.34059493,2025-08-26 16:23:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-26,2025-08-27,26082025,USD,E.U.A.,144.012267,144.3732,2025-08-26 16:23:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-27,2025-08-28,27082025,EUR,Zona Euro,168.70730805,169.13013338,2025-08-27 16:59:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-27,2025-08-28,27082025,USD,E.U.A.,145.38093675,145.7453,2025-08-27 16:59:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-28,2025-08-29,28082025,EUR,Zona Euro,171.12079969,171.54967387,2025-08-28 15:41:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-28,2025-08-29,28082025,USD,E.U.A.,146.71479375,147.0825,2025-08-28 15:41:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-29,2025-09-01,29082025,EUR,Zona Euro,173.22751255,173.66166672,2025-08-29 15:24:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-08-29,2025-09-01,29082025,USD,E.U.A.,148.07289,148.444,2025-08-29 15:24:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-01,2025-09-02,01092025,EUR,Zona Euro,174.49368982,174.93101737,2025-09-01 16:31:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-01,2025-09-02,01092025,USD,E.U.A.,149.09403075,149.4677,2025-09-01 16:31:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-02,2025-09-03,02092025,EUR,Zona Euro,175.4372732,175.87696561,2025-09-02 16:30:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-02,2025-09-03,02092025,USD,E.U.A.,150.418212,150.7952,2025-09-02 16:30:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-03,2025-09-04,03092025,EUR,Zona Euro,176.57498707,177.0175309,2025-09-03 15:26:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-03,2025-09-04,03092025,USD,E.U.A.,151.38329325,151.7627,2025-09-03 15:26:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-04,2025-09-05,04092025,EUR,Zona Euro,177.39694847,177.84155235,2025-09-04 19:05:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-04,2025-09-05,04092025,USD,E.U.A.,152.439546,152.8216,2025-09-04 19:05:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-05,2025-09-08,05092025,EUR,Zona Euro,180.43039787,180.88260438,2025-09-05 16:43:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-05,2025-09-08,05092025,USD,E.U.A.,153.625773,154.0108,2025-09-05 16:43:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-08,2025-09-09,08092025,EUR,Zona Euro,181.63835475,182.09358872,2025-09-08 17:29:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-08,2025-09-09,08092025,USD,E.U.A.,154.59504375,154.9825,2025-09-08 17:29:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-09,2025-09-10,09092025,EUR,Zona Euro,182.88066777,183.33901531,2025-09-09 15:56:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-09,2025-09-10,09092025,USD,E.U.A.,155.98296525,156.3739,2025-09-09 15:56:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-10,2025-09-11,10092025,EUR,Zona Euro,184.41319809,184.87538655,2025-09-10 17:45:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-10,2025-09-11,10092025,USD,E.U.A.,157.33437825,157.7287,2025-09-10 17:45:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-11,2025-09-12,11092025,EUR,Zona Euro,186.11765759,186.58411788,2025-09-11 16:14:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-11,2025-09-12,11092025,USD,E.U.A.,158.53157775,158.9289,2025-09-11 16:14:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-12,2025-09-16,12092025,EUR,Zona Euro,187.55882177,188.02889401,2025-09-12 17:11:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-12,2025-09-16,12092025,USD,E.U.A.,160.04678025,160.4479,2025-09-12 17:11:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-16,2025-09-17,16092025,EUR,Zona Euro,191.30439731,191.78385696,2025-09-16 18:21:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-16,2025-09-17,16092025,USD,E.U.A.,161.48328,161.888,2025-09-16 18:21:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-17,2025-09-18,17092025,EUR,Zona Euro,193.42267213,193.90744073,2025-09-17 18:32:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-17,2025-09-18,17092025,USD,E.U.A.,163.2382815,163.6474,2025-09-17 18:32:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-18,2025-09-19,18092025,EUR,Zona Euro,194.25706731,194.74392713,2025-09-18 16:36:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-18,2025-09-19,18092025,USD,E.U.A.,164.99657475,165.4101,2025-09-18 16:36:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-19,2025-09-22,19092025,EUR,Zona Euro,195.18633616,195.67552497,2025-09-19 17:18:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-19,2025-09-22,19092025,USD,E.U.A.,166.1669415,166.5834,2025-09-19 17:18:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-22,2025-09-23,22092025,EUR,Zona Euro,197.71963602,198.21517395,2025-09-22 17:47:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-22,2025-09-23,22092025,USD,E.U.A.,167.99466075,168.4157,2025-09-22 17:47:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-23,2025-09-24,23092025,EUR,Zona Euro,199.97202883,200.47321186,2025-09-23 15:43:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-23,2025-09-24,23092025,USD,E.U.A.,169.55115975,169.9761,2025-09-23 15:43:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-24,2025-09-25,24092025,EUR,Zona Euro,201.23060264,201.73493999,2025-09-24 18:19:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-24,2025-09-25,24092025,USD,E.U.A.,171.4161855,171.8458,2025-09-24 18:19:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-25,2025-09-26,25092025,EUR,Zona Euro,202.26914889,202.77608911,2025-09-25 19:19:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-25,2025-09-26,25092025,USD,E.U.A.,173.30175975,173.7361,2025-09-25 19:19:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-26,2025-09-29,26092025,EUR,Zona Euro,204.8741978,205.38766697,2025-09-26 17:28:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-26,2025-09-29,26092025,USD,E.U.A.,175.20798225,175.6471,2025-09-26 17:28:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-29,2025-09-30,29092025,EUR,Zona Euro,207.76402548,208.28473732,2025-09-29 15:49:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-29,2025-09-30,29092025,USD,E.U.A.,177.17026425,177.6143,2025-09-29 15:49:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-30,2025-10-01,30092025,EUR,Zona Euro,209.98731349,210.51359748,2025-09-30 17:42:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-09-30,2025-10-01,30092025,USD,E.U.A.,178.982223,179.4308,2025-09-30 17:42:00,2_1_2c25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c25_smc.xls
2025-10-01,2025-10-02,01102025,EUR,Zona Euro,212.41065116,212.94300868,2025-10-01 18:50:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-01,2025-10-02,01102025,USD,E.U.A.,180.85044075,181.3037,2025-10-01 18:50:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-02,2025-10-03,02102025,EUR,Zona Euro,213.98659466,214.52290192,2025-10-02 16:39:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-02,2025-10-03,02102025,USD,E.U.A.,182.67905775,183.1369,2025-10-02 16:39:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-03,2025-10-06,03102025,EUR,Zona Euro,217.10421344,217.64833428,2025-10-03 15:50:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-03,2025-10-06,03102025,USD,E.U.A.,184.93480425,185.3983,2025-10-03 15:50:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-06,2025-10-07,06102025,EUR,Zona Euro,218.85341856,219.40192337,2025-10-06 17:19:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-06,2025-10-07,06102025,USD,E.U.A.,186.82107675,187.2893,2025-10-06 17:19:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-07,2025-10-08,07102025,EUR,Zona Euro,220.38340641,220.93574577,2025-10-07 17:18:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-07,2025-10-08,07102025,USD,E.U.A.,188.7862515,189.2594,2025-10-07 17:18:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-08,2025-10-09,08102025,EUR,Zona Euro,221.72177246,222.27746613,2025-10-08 16:37:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-08,2025-10-09,08102025,USD,E.U.A.,190.88768475,191.3661,2025-10-08 16:37:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-09,2025-10-10,09102025,EUR,Zona Euro,223.07887728,223.63797222,2025-10-09 16:42:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-09,2025-10-10,09102025,USD,E.U.A.,192.816351,193.2996,2025-10-09 16:42:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-10,2025-10-13,10102025,EUR,Zona Euro,225.47088814,226.03597808,2025-10-10 15:49:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-10,2025-10-13,10102025,USD,E.U.A.,194.76097725,195.2491,2025-10-10 15:49:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-13,2025-10-14,13102025,EUR,Zona Euro,227.52063976,228.09086692,2025-10-13 16:22:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-13,2025-10-14,13102025,USD,E.U.A.,196.752486,197.2456,2025-10-13 16:22:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-14,2025-10-15,14102025,EUR,Zona Euro,229.87651487,230.45264649,2025-10-14 15:09:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-14,2025-10-15,14102025,USD,E.U.A.,198.609432,199.1072,2025-10-14 15:09:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-15,2025-10-16,15102025,EUR,Zona Euro,233.61527497,234.20077692,2025-10-15 16:11:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-15,2025-10-16,15102025,USD,E.U.A.,200.96283375,201.4665,2025-10-15 16:11:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-16,2025-10-17,16102025,EUR,Zona Euro,237.32898585,237.92379534,2025-10-16 15:29:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-16,2025-10-17,16102025,USD,E.U.A.,203.232645,203.742,2025-10-16 15:29:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-17,2025-10-20,17102025,EUR,Zona Euro,239.32465643,239.9244676,2025-10-17 16:16:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-17,2025-10-20,17102025,USD,E.U.A.,205.1612115,205.6754,2025-10-17 16:16:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-20,2025-10-21,20102025,EUR,Zona Euro,241.60944997,242.21498744,2025-10-20 17:42:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-20,2025-10-21,20102025,USD,E.U.A.,207.3740655,207.8938,2025-10-20 17:42:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-21,2025-10-22,21102025,EUR,Zona Euro,243.4122713,244.02232712,2025-10-21 17:42:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-21,2025-10-22,21102025,USD,E.U.A.,209.75679375,210.2825,2025-10-21 17:42:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-22,2025-10-23,22102025,EUR,Zona Euro,246.06200508,246.67870184,2025-10-22 17:21:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-22,2025-10-23,22102025,USD,E.U.A.,211.95249075,212.4837,2025-10-22 17:21:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-23,2025-10-24,23102025,EUR,Zona Euro,248.39938337,249.02193822,2025-10-23 17:29:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-23,2025-10-24,23102025,USD,E.U.A.,213.8829525,214.419,2025-10-23 17:29:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-24,2025-10-27,24102025,EUR,Zona Euro,251.02594648,251.65508419,2025-10-24 17:27:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-24,2025-10-27,24102025,USD,E.U.A.,215.8304715,216.3714,2025-10-24 17:27:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-27,2025-10-28,27102025,EUR,Zona Euro,253.26930413,253.9040643,2025-10-27 16:24:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-27,2025-10-28,27102025,USD,E.U.A.,217.624575,218.17,2025-10-27 16:24:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-28,2025-10-29,28102025,EUR,Zona Euro,255.72083616,256.36174051,2025-10-28 17:18:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-28,2025-10-29,28102025,USD,E.U.A.,219.32401575,219.8737,2025-10-28 17:18:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-29,2025-10-30,29102025,EUR,Zona Euro,257.69675765,258.34261419,2025-10-29 17:46:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-29,2025-10-30,29102025,USD,E.U.A.,221.1894405,221.7438,2025-10-29 17:46:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-30,2025-10-31,30102025,EUR,Zona Euro,258.16272049,258.80974485,2025-10-30 17:38:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-30,2025-10-31,30102025,USD,E.U.A.,223.08678525,223.6459,2025-10-30 17:38:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-31,2025-11-03,31102025,EUR,Zona Euro,257.50242073,258.1477902,2025-10-31 17:30:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-10-31,2025-11-03,31102025,USD,E.U.A.,223.4022945,223.9622,2025-10-31 17:30:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-03,2025-11-04,03112025,EUR,Zona Euro,257.76803436,258.41406954,2025-11-03 17:00:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-03,2025-11-04,03112025,USD,E.U.A.,223.8152595,224.3762,2025-11-03 17:00:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-04,2025-11-05,04112025,EUR,Zona Euro,258.98490989,259.63399488,2025-11-04 16:12:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-04,2025-11-05,04112025,USD,E.U.A.,225.56517375,226.1305,2025-11-04 16:12:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-05,2025-11-06,05112025,EUR,Zona Euro,260.50936777,261.16227345,2025-11-05 17:24:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-05,2025-11-06,05112025,USD,E.U.A.,226.98780825,227.5567,2025-11-05 17:24:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-06,2025-11-07,06112025,EUR,Zona Euro,262.63480406,263.29303665,2025-11-06 17:14:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-06,2025-11-07,06112025,USD,E.U.A.,227.908401,228.4796,2025-11-06 17:14:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-07,2025-11-10,07112025,EUR,Zona Euro,266.97019891,267.63929715,2025-11-07 15:58:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-07,2025-11-10,07112025,USD,E.U.A.,230.4685845,231.0462,2025-11-07 15:58:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-10,2025-11-11,10112025,EUR,Zona Euro,266.60796587,267.27615626,2025-11-10 15:55:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-10,2025-11-11,10112025,USD,E.U.A.,230.5160655,231.0938,2025-11-10 15:55:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-11,2025-11-12,11112025,EUR,Zona Euro,269.58058232,270.25622288,2025-11-11 16:27:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-11,2025-11-12,11112025,USD,E.U.A.,232.4631855,233.0458,2025-11-11 16:27:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-12,2025-11-13,12112025,EUR,Zona Euro,269.65308627,270.32890854,2025-11-12 17:18:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
2025-11-12,2025-11-13,12112025,USD,E.U.A.,232.973706,233.5576,2025-11-12 17:18:00,2_1_2d25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d25_smc.xls
